Country,Name,Description,City,Founders,Funding,Funding rounds,Industries,Number of employees,Number of investors,Started in
Sweden,39) MatHem,MatHem is an e-commerce startup that combines an online grocery store with recipes and ready-made supermarket subscriptions.,Stockholm,"Karolin Kull, Tomas Kull","$294,261,246",8,"E-Commerce, Food and Beverage, Grocery, Internet",251-500,"10 (Verdane, Kinnevik AB, Anders Holch Povlsen, AMF, GP Bullhound)",2009
Sweden,40) Graphmatech,Graphmatech is a materials technology startup based in Sweden.,Västerås,"Bjorn Lindh, Mamoun Taher","SEK84,500,000",2,Nanotechnology,11-50,"7 (SEB Venture Debt, InnoEnergy, ABB Technology Ventures, Forward Venture Capital, Walerud Ventures)",2017
Sweden,41) Sana Labs,Farewell One-Size-Fits-All,Stockholm,Joel Hellermark,"$20,000,000",4,"Artificial Intelligence, Education, STEM Education",11-50,"11 (EQT Ventures, Acequia Capital (AceCap), Sophia Bendz, Sven Hagströmer, John Lindfors)",2016
Sweden,42) Dreams,"Dreams is a Neo-bank that makes money saving, spending, and lending simple, fun, and social.",Stockholm,"Henrik Rosvall, Joel Broms Brosjö, Johan Hemminger, Johan Stahle, Patrick Stahl","$27,803,973",6,"Banking, Financial Services, FinTech, Mobile Apps, Training",11-50,"2 (AXA Investment Managers, Martin Randel)",2013
Sweden,43) Sesamy,Remove yourself from the clutches of zombie subscriptions. You simply have to pay for the material you want. Use any app or device to consume.,Stockholm,"Karl Rosander, Mans Ulvestam, Markus Ahlstrand","SEK44,000,000",1,"Audiobooks, EBooks, News, Software",1-10,"3 (Edastra Venture Capital, Peter Dahlberg, GP Bullhound)",2021
Sweden,44) Creed Media,Creed Media is a social-first entertainment marketing agency that focuses on reaching and influencing the next-generation consumer.,Stockholm,"Eliot Robinson, Hugo LePrince, Timothy Collins","SEK54,000,000",2,"Advertising, Digital Marketing, Marketing, Social Media Marketing",11-50,"4 (Fredrik Hjelm, Aser Media, Jan Carl Adelsward, Carl Vernersson)",2018
Sweden,45) Aurora Innovation,"Aurora Innovation assists corporations, businesses, and organizations with a high volume of incoming calls, as well as high availability and service needs.",Uppsala,,"$3,105,959",1,"Customer Service, Mobile Apps, Telecommunications",11-50,,1996
Sweden,46) Lendify,"Lendify is Sweden's largest bank challenger, eroding traditional banks' market share.",Stockholm,"John-Christian de Champs, José Cartro, Nicholas Sundén-Cullberg","$590,002,239",15,"Finance, Financial Services, FinTech, Peer to Peer",11-50,"3 (Otiva, Insight Investment, Anders Borg)",2014
Sweden,47) memmo.me,"Memmo.me is a website that allows actors, sportsmen, artists, and other celebrities to send personalised video messages to their fans.",Stockholm,"Gustav Lundberg Toresson, Tobias Bengtsdahl","$12,000,000",2,"Media and Entertainment, Video",51-100,"23 (FJ Labs, Left Lane Capital, Spencer Rascoff, Luxor Capital Group, Lukasz Gadowski)",2019
Sweden,48) Truecaller,Truecaller is a smartphone application that allows you to see who is calling and reject unwanted calls.,Stockholm,"Alan Mamedi, Nami Zarringhalam","$98,585,793",8,"Apps, Contact Management, Mobile, Mobile Apps, Search Engine",51-100,"10 (Sequoia Capital India, Atomico, Kleiner Perkins, OpenOcean, Arjun Sethi)",2009
Sweden,49) Joint Academy,Joint Academy is a digital clinic that offers patients with osteoarthritis and chronic joint pain digital treatment.,Malmö,"Jakob Dahlberg, Leif Dahlberg","$33,200,000",5,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device, Software, Therapeutics",11-50,"12 (StartUp Health, Kinnevik AB, Lund University, Sweet Capital, Sophia Bendz)",2014
Sweden,50) Sellpy,Sellpy makes it easier to sell the things you don't use than any other service.,Stockholm,"Michael Arnor, Oskar Nielsen, Philip Gunnstam","$14,554,535",5,"Computer, E-Commerce, Service Industry, Software",101-250,"2 (H&M CO:LAB, Propel Capital)",2014
Sweden,51) Minna Technologies,Minna Technologies is an EBA-approved FinTech partner that assists retail banks in providing exceptional customer service.,Gothenburg,"Joakim Sjöblom, Jonas Karles, Marcus Lönnberg","$25,033,741",3,FinTech,51-100,"6 (Visa, Swedbank, Middlegame Ventures, Zenith Group, Element Ventures)",2016
Sweden,52) Mitigram,Mitigram is the world's largest trade finance marketplace.,Stockholm,Marjon Wohlén,"SEK155,000,000",4,"Banking, Financial Services, FinTech, Marketplace",51-100,"4 (Sampo Group, MOOR, Johan Andersson, Fort Knox)",2014
Sweden,53) Soundtrack Your Brand,Soundtrack Your Brand is a business-oriented background music streaming service featuring tailored background soundtracks.,Stockholm,"Andreas Liffgarden, Joel Broms Brosjö, Ola Sars","$49,009,288",7,"Marketing, Music, Music Streaming",101-250,"13 (Spotify, Balderton Capital, Creandum, Northzone, Industrifonden)",2013
Sweden,54) Yaytrade,"Find new and pre-owned lifestyle goods and shop with everything that has value on a worldwide marketplace for consumers, influencers, and businesses.",Stockholm,"Alex Kerber, David Knape, Janni Delér, Jon Berglund, Jon Olsson","SEK33,000,000",4,"E-Commerce, E-Commerce Platforms, Internet, Marketplace, Rental",11-50,"3 (Stefan Alvarsson, Henrik Hobik, Oscar Salén)",2016
Sweden,55) Coupleness,Coupleness is a mobile social network for couples that is run by a startup.,Stockholm,"Andreas Nilsson, Jenny Holmström, Peter Viksten, Ted Rosén","$1,263,158",2,"Men's, Mobile Apps, Women's",1-10,"5 (Icebreaker.vc, Joachim Hedenius, Marcus Lewold, Carl Jansson, Kim Fai Kok)",2019
Sweden,56) Sendify,Sendify is a rapidly expanding SaaS Enabled Marketplace with the goal of empowering small businesses by providing an end-to-end logistical platform.,Gothenburg,Fredrik Edeland,"$8,135,113",2,"Logistics, Marketplace",11-50,"3 (Atlantic Labs, Alexander Hars, Rider Global)",2016
Sweden,57) Matsmart,"Matsmart is a website that offers excess food. Due to package modifications, short expiry dates, or other factors, a significant portion would have been thrown away.",Stockholm,"Karl Andersson, Ulf Skagerström","$46,439,528",7,"E-Commerce, Food and Beverage",101-250,"16 (Northzone, IKEA, Norrsken VC, Ingka Group, Inbox Capital)",2014
Sweden,58) Oneflow,"Proposal Management, Digital Signature, Contract Management, SaaS, E-signing, E-contract",Stockholm,"Anders Hamnes, Fredrik Rinman, Kalle Moodh","$5,620,984",5,"Contact Management, E-Signature, Human Resources, Internet, SaaS, Sales, Software",51-100,"5 (Spintop Ventures, Mattias Ståhlgren, Johan Borendal, Lars Appelstål, Bengt Nilsson)",2012
Sweden,59) Challengermode,"Esports infrastructure that is easily accessible to players, organizers, and game developers",Stockholm,"Philip Skogsberg, Robel Efrem","$17,962,287",5,"eSports, Internet, Online Games, PC Games, Software, Video Games",11-50,"16 (Nordic Secondary Fund, GP Bullhound, eWTP Technology & Innovation Fund, Jonas Nordlander, Per Brilioth)",2014
Sweden,60) Mapillary,Mapillary has created a street-level imagery platform that relies on pictures submitted by the general public.,Malmö,"Jan Erik Solem, Johan Gyllenspetz, Peter Neubauer, Yubin Kuang","$24,600,000",4,"Artificial Intelligence, Geospatial, Image Recognition, Mapping Services, Mobile, Photography",51-100,"11 (Sequoia Capital, Atomico, BMW i Ventures, Playfair Capital, Wellington Partners)",2013
Sweden,61) neXus,neXus is a leading and rapidly expanding international IT security solutions supplier.,Hägersten,,"€ 29,000,000",1,"Computer, Information Technology, Network Security",501-1000,1 (European Investment Bank),1985
Sweden,62) Mindler,Mindler makes it simple to schedule an appointment with a psychologist - generally the same day!,Stockholm,Rickard Lagerqvist,"$13,246,898",4,"Professional Services, Psychology",11-50,"3 (Luminar Ventures, Ventech, Schibsted Growth)",2018
Sweden,63) Winningtemp,Winningtemp is a ground-breaking employee experience solution that aims to make workplaces happier and more productive.,Gothenburg,"Mathias Hansson Fredlund, Pierre Lindmark","$21,776,623",5,"Human Resources, Social Impact, Software",51-100,"7 (Almi Invest, Chalmers Ventures AB, Norrsken VC, Bonnier Ventures, Frog Capital)",2014
Sweden,64) Kognity,Intelligent SaaS Textbooks with over 70 countries of school customers.,Stockholm,"Hugo Wernhoff, Nicholas Johansson","$7,132,058",3,"B2B, E-Learning, EdTech, Education, Internet, SaaS, Software",51-100,"2 (Norrsken VC, Gullspång Invest)",2014
Sweden,65) Teamtailor,Teamtailor is a recruiting solution that both you and your candidates will appreciate.,Stockholm,"David Wennergren, Erik Andersson, Richard Johansson","€ 16,000,000",1,"Recruiting, SaaS, Social Recruiting, Software",11-50,1 (Sprints Capital),2012
Sweden,66) Wrapp,Wrapp is the new standard for rewarding client loyalty and purchases.,Stockholm,"Aage Reerslev, Andreas Ehn, Aurore Belfrage, Carl Fritjofsson, Hjalmar Winbladh, Leo Giertz, Magnus Hult","$36,579,001",8,"Apps, FinTech, Gift Card, Mobile, Social Media",51-100,"12 (Klarna, Qualcomm Ventures, Creandum, Greylock, Atomico)",2011
Sweden,67) Nhost,Nhost is a fully functional serverless backend for web and mobile apps.,Stockholm,"Johan Eliasson, Nuno Pato","$3,110,000",2,"Developer Platform, Developer Tools",1-10,"6 (Antler, Nauta Capital, Tom Preston-Werner, Scott Chacon, Christian Bach)",2019
Sweden,68) Scania,"Scania is a Swedish truck and bus manufacturer, as well as an industrial and marine engine company.",Södertälje,Gustaf Erikson,"€ 10,000,000",1,"Manufacturing, Product Search, Transportation",10001+,,1891
Sweden,69) Peltarion,"With Peltarion's first operational AI platform, you can build real-world AI applications at scale and at speed.",Stockholm,"Luka Crnkovic-Friis, Måns Erlandsson","$36,784,860",3,"Artificial Intelligence, Machine Learning, SaaS, Software",51-100,"3 (EQT Ventures, FAM AB, Euclidean Capital)",2005
Sweden,70) Scrive,Scrive is a technology that automates the lifetime of agreements using electronic signature and identification technologies.,Stockholm,"Gracjan Polak, Lukas Duczko","$1,951,315",4,"Internet, Retail, SaaS, Software",101-250,"3 (Vitruvian Partners, Sebastian Siemiatkowski, Wellstreet)",2010
Sweden,71) Exeri AB,Exeri AB is a Swedish company that focuses in power grid digitalization.,Luleå,,"SEK50,000,000",1,Information Technology,11-50,"4 (Industrifonden, Brightly Ventures, Partnerinvest Norr, Treac)",2009
Sweden,72) Soundtrap,"Soundtrap is an online music recording studio where users may record, edit, collaborate, and share their songs.",Stockholm,"Björn Melinder, Fredrik Posse, Gabriel Sjöberg, Per Emanuelsson","$8,500,000",4,"EdTech, Information Technology, Music, Music Education, Software",11-50,"2 (Industrifonden, Peter Sterky)",2012
Sweden,73) TRINE,Innovative finance methods are being used to fund energy access.,Gothenburg,"Andreas Lehner, Christian Genne, Christoffer Falsen, Sam Manaberi","$7,420,187",2,"Crowdfunding, Emerging Markets, FinTech, Solar",1-10,"4 (Chalmers Ventures AB, Gullspång Invest, Andrew Reicher, Lars Thunell)",2015
Sweden,74) Codemill,"Codemill is a software development firm that specializes in media asset management solutions. Media&Broadcast, UX/UI, and Open Source are among their favorite fields.",Umeå,"Johanna Bjorklund, Rickard Lönneborg","SEK30,000,000",1,"Broadcasting, Information Technology, Software",11-50,"2 (Almi Invest, Norrlandsfonden)",2007
Sweden,75) Depict.ai,Depict.ai is developing a product recommendation engine that will allow any e-commerce business provide “Amazon-quality” product recommendations.,Stockholm,"Anton Osika, Oliver Edholm","$2,850,000",2,"E-Commerce, Product Design, Product Management",1-10,"4 (EQT, Y Combinator, Initialized Capital, Northzone)",2019
Sweden,76) Babyshop,Babyshop is an online company that sells clothing for children.,Lidingö,"Linn Tagesson, Marcus Tagesson","SEK569,000,000",5,"Baby, E-Commerce, Shopping",51-100,"8 (Verdane, Cristina Stenbeck, Seligman Private Equity Select, Susanna Campbell, Net Departo AB)",2006
Sweden,77) Bokio,Bokio is a bookkeeping software that allows small business owners in the United Kingdom to keep track of their own finances.,Göteborg,Viktor Stensson,"€ 14,500,000",4,"Accounting, Financial Services, Software",11-50,"16 (Techstars, Creandum, Chalmers Ventures AB, Chris Adelsbach, Sophia Bendz)",2012
Sweden,78) Doctrin,Doctrin supplies healthcare providers with decision support systems and communication solutions.,Stockholm,"Ashkan Labaf, Magnus Liungman, Mattias Bernow","$27,321,243",6,"Health Care, Medical, Service Industry, Software",11-50,"9 (Add Health Media, Norrsken VC, HealthCap, Inbox Capital, Swedbank Robur)",2016
Sweden,79) Kry,"In collaboration with public and private healthcare experts, Kry assists patients in making active health decisions.",Stockholm,"Fredrik Jung Abbou, Joachim Hedenius, Johannes Schildt, Josefin Landgård","$568,568,065",6,"Consumer, Health Care, Medical, mHealth, Mobile Apps",501-1000,"8 (Accel, Index Ventures, Fidelity Management and Research Company, Project A Ventures, Creandum)",2015
Sweden,80) Heart Aerospace,Heart Aerospace is a Swedish company that designs and manufactures electric regional planes.,Göteborg,Anders Forslund,"$2,255,928",2,Aerospace,1-10,"6 (EQT Ventures, Y Combinator, Norrsken VC, Kingsley Advani, Tamar Capital)",2018
Sweden,81) Min Doktor,You can meet a doctor online with Min Doktor.,Lund,Magnus Nyhlén,"$84,391,405",6,"Health Care, Medical",101-250,"4 (EQT Ventures, Otiva, ICA Gruppen, Christian W. Jansson)",2013
Sweden,82) Crosser,"For any edge, fog, or cloud, Crosser designs and develops streaming analytics and integration tools.",Stockholm,"Johan Jonzon, Martin Thunman, Ulf Bjorklund","$8,734,070",3,"Big Data, Enterprise Software, Industrial Automation, Information Technology, Internet of Things, Software",11-50,"7 (Almi Invest, NTT DOCOMO Ventures, 42CAP, Industrifonden, Spintop Ventures)",2016
Sweden,83) TechBuddy.co,"TechBuddy has created an end-to-end digital platform for customized tech help on-site, at home, and in the workplace.",Stockholm,"David Ovsepian, Samira Nori, Tahero Nori, Tamas Hess, Zakay Danial","SEK25,000,000",3,"Consumer Electronics, Local, Service Industry",11-50,"3 (Inbox Capital, Teleclal Group, Stefan Tengvall)",2017
Sweden,84) Turbotic AB,Enterprise Automation and Artificial Intelligence (AI) using an Autonomous Enterprise System (SaaS),Stockholm,"Alexander Hannerland, Theodore Bergqvist","$6,000,000",2,"Artificial Intelligence, Information Technology, Machine Learning, SaaS",11-50,1 (Investment AB Öresund),2020
Sweden,85) Worldfavor,The global platform for information and management on sustainability and compliance,Stockholm,"Andreas Liljendahl, Frida Emilsson","$4,559,700",3,"Business Development, Information Services, Software, Sustainability",11-50,"3 (Norrsken VC, Brightly Ventures, Spintop Ventures)",2010
Sweden,86) TrialBee,Trialbee is an independent software firm focused on providing pharmaceutical industry solutions and services.,Lund,Tobias Folkesson,"$20,355,330",5,"Computer, Enterprise Software, Recruiting, Software",11-50,"8 (Startupbootcamp, Industrifonden, MTIP AG, Startupbootcamp Copenhagen, Newton Aguiar)",2010
