rank,country,name,description,state,city,started_in,founders,industries,employees,funding_raw,funding_rounds,investors_count,investors_list,source_url,employees_min,employees_max,funding_usd,industries_list,founders_list,text,clean_text,cluster
35,Ireland,FoodMarble,FoodMarble is a digital digestive health startup that identifies foods that are most suited to each individual's digestive system.,Dublin,Dublin,2016.0,"Aonghus Shortt, James Brief, Lisa Ruttledge, Matt Lynch, Patrick Dennis, Peter Harte","Hardware, Health Care, Home Health Care, Internet of Things, Personal Health, Wellness",11-50,"$8,698,117",7.0,7.0,"[""SOSV"", ""HAX"", ""Enterprise Ireland"", ""Breed Reply"", ""Delta Partners""]",https://www.failory.com/startups/ireland,11.0,50.0,8698117.0,"[""Hardware"", ""Health Care"", ""Home Health Care"", ""Internet of Things"", ""Personal Health"", ""Wellness""]","[""Aonghus Shortt"", ""James Brief"", ""Lisa Ruttledge"", ""Matt Lynch"", ""Patrick Dennis"", ""Peter Harte""]",FoodMarble is a digital digestive health startup that identifies foods that are most suited to each individual's digestive system.,foodmarble digital digestive health startup identifies foods suited individual digestive system,-1
36,Ireland,TradeIX,TradeIX is a distributed ledger technology-based open platform for global trade financing.,Dublin,Dublin,2015.0,"Andy Berti, Marcus Wade, Richard Tynan, Robert Barnes","Blockchain, Financial Services, Information Services, Information Technology",51-100,"$16,000,000",2.0,5.0,"[""Accenture"", ""Tech Mahindra"", ""BNP Paribas Private Equity"", ""ING Ventures"", ""Kistefos Venture Capital""]",https://www.failory.com/startups/ireland,51.0,100.0,16000000.0,"[""Blockchain"", ""Financial Services"", ""Information Services"", ""Information Technology""]","[""Andy Berti"", ""Marcus Wade"", ""Richard Tynan"", ""Robert Barnes""]",TradeIX is a distributed ledger technology-based open platform for global trade financing.,tradeix distributed ledger technology based open platform global trade financing,7
37,Ireland,Cubic Telecom,"Cubic Telecom is a global networking platform provider that provides IoT, M2M, and device manufacturing firms with solutions.",Dublin,Dublin,2005.0,Pat Phelan,"Mobile, Web Development, Wireless",101-250,"$122,378,392",8.0,9.0,"[""European Investment Bank"", ""Qualcomm"", ""Enterprise Ireland"", ""Sierra Wireless"", ""Act Venture Capital""]",https://www.failory.com/startups/ireland,101.0,250.0,122378392.0,"[""Mobile"", ""Web Development"", ""Wireless""]","[""Pat Phelan""]","Cubic Telecom is a global networking platform provider that provides IoT, M2M, and device manufacturing firms with solutions.",cubic telecom global networking platform provider provides iot device manufacturing firms solutions,-1
38,Ireland,Kitman Labs,Kitman Labs is a sports analytics firm that employs artificial intelligence to improve athlete health and performance.,Dublin,Dublin,2012.0,"Iarfhlaith Kelly, Stephen Smith","Analytics, Artificial Intelligence, Fitness, Sports",11-50,"$24,498,273",8.0,6.0,"[""Sony Innovation Fund"", ""Enterprise Ireland"", ""BlueRun Ventures"", ""QVIDTVM"", ""Peter Kight""]",https://www.failory.com/startups/ireland,11.0,50.0,24498273.0,"[""Analytics"", ""Artificial Intelligence"", ""Fitness"", ""Sports""]","[""Iarfhlaith Kelly"", ""Stephen Smith""]",Kitman Labs is a sports analytics firm that employs artificial intelligence to improve athlete health and performance.,kitman labs sports analytics firm employs artificial intelligence improve athlete health performance,-1
39,Ireland,Phorest,Phorest offers a web-based salon management system as well as online booking.,Dublin,Dublin,2003.0,"Dylan Collins, Jamie Myerscough, Ronan Perceval","E-Commerce, Enterprise Software, Social CRM, Software",101-250,,3.0,5.0,"[""Susquehanna Growth Equity"", ""Enterprise Ireland"", ""Enterprise Equity"", ""Conor Stanley"", ""Bloom Equity""]",https://www.failory.com/startups/ireland,101.0,250.0,,"[""E-Commerce"", ""Enterprise Software"", ""Social CRM"", ""Software""]","[""Dylan Collins"", ""Jamie Myerscough"", ""Ronan Perceval""]",Phorest offers a web-based salon management system as well as online booking.,phorest offers web based salon management system well online booking,1
40,Ireland,Webio,The Conversational Middleware Company(tm) is bringing conversational interfaces into the enterprise.,Dublin,Dublin,2016.0,Cormac O'Neill,"Artificial Intelligence, Facebook, Messaging, Social Network",11-50,,3.0,3.0,"[""Enterprise Ireland"", ""Finch Capital"", ""Blackbox""]",https://www.failory.com/startups/ireland,11.0,50.0,,"[""Artificial Intelligence"", ""Facebook"", ""Messaging"", ""Social Network""]","[""Cormac O'Neill""]",The Conversational Middleware Company(tm) is bringing conversational interfaces into the enterprise.,conversational middleware company tm bringing conversational interfaces enterprise,-1
41,Ireland,Sedicii,Sedicii is a service that verifies identification data between two organizations without revealing the underlying information.,Waterford,Waterford,2013.0,Rob Leslie,"Compliance, Cyber Security, Financial Services, FinTech, Fraud Detection, Identity Management, Security",11-50,"$3,315,367",4.0,4.0,"[""Enterprise Ireland"", ""In-Q-Tel"", ""EASME - EU Executive Agency for SMEs"", ""Private Angel Investors""]",https://www.failory.com/startups/ireland,11.0,50.0,3315367.0,"[""Compliance"", ""Cyber Security"", ""Financial Services"", ""FinTech"", ""Fraud Detection"", ""Identity Management"", ""Security""]","[""Rob Leslie""]",Sedicii is a service that verifies identification data between two organizations without revealing the underlying information.,sedicii service verifies identification data two organizations without revealing underlying information,8
42,Ireland,Global Shares,"Employee stock and option administration, as well as equity counseling, are provided by Global Shares.",Cork,Cork,2005.0,Carine Schneider,"Consulting, Finance, Financial Services, Software",101-250,,2.0,4.0,"[""Motive Partners"", ""Sir Charles Colthurst"", ""Pearse Mee"", ""Brian McCarthy""]",https://www.failory.com/startups/ireland,101.0,250.0,,"[""Consulting"", ""Finance"", ""Financial Services"", ""Software""]","[""Carine Schneider""]","Employee stock and option administration, as well as equity counseling, are provided by Global Shares.",employee stock option administration well equity counseling provided global shares,7
43,Ireland,Smarttech247,Smarttech247 is a cybersecurity company that provides managed services.,Cork,Cork,2001.0,,"Cyber Security, Information Services",101-250,,1.0,1.0,"[""Riverfort Global Opportunities""]",https://www.failory.com/startups/ireland,101.0,250.0,,"[""Cyber Security"", ""Information Services""]","[""""]",Smarttech247 is a cybersecurity company that provides managed services.,smarttech cybersecurity company provides managed services,8
44,Ireland,TontineTrust,"TontineTrust is a Fintech that enables Governments, Partner Institutions, and Individuals to transition to the new generation of OECD-approved RoboPensions.",Dublin,Dublin,2018.0,Dean McClelland,"Financial Services, FinTech, InsurTech, Personal Finance, Retirement, Wealth Management",11-50,,2.0,1.0,"[""Stacks""]",https://www.failory.com/startups/ireland,11.0,50.0,,"[""Financial Services"", ""FinTech"", ""InsurTech"", ""Personal Finance"", ""Retirement"", ""Wealth Management""]","[""Dean McClelland""]","TontineTrust is a Fintech that enables Governments, Partner Institutions, and Individuals to transition to the new generation of OECD-approved RoboPensions.",tontinetrust fintech enables governments partner institutions individuals transition new generation oecd approved robopensions,7
45,Ireland,Aerogen,Aerogen is a manufacturer of medical devices and drug delivery systems.,Galway,Galway,1997.0,,"Biotechnology, Health Care, Manufacturing, Medical",51-100,,3.0,3.0,"[""Temasek Holdings"", ""European Investment Bank"", ""Disruptive Technologies Innovation Fund""]",https://www.failory.com/startups/ireland,51.0,100.0,,"[""Biotechnology"", ""Health Care"", ""Manufacturing"", ""Medical""]","[""""]",Aerogen is a manufacturer of medical devices and drug delivery systems.,aerogen manufacturer medical devices drug delivery systems,2
46,Ireland,SMBC Aviation Capital,SMBC Aviation Capital is a global aircraft leasing company that works with airlines to lease commercial jet aircraft.,Dublin,Dublin,1997.0,,"Aerospace, Air Transportation, Travel, Travel Accommodations",101-250,"$600,000,000",1.0,,[],https://www.failory.com/startups/ireland,101.0,250.0,600000000.0,"[""Aerospace"", ""Air Transportation"", ""Travel"", ""Travel Accommodations""]","[""""]",SMBC Aviation Capital is a global aircraft leasing company that works with airlines to lease commercial jet aircraft.,smbc aviation capital global aircraft leasing company works airlines lease commercial jet aircraft,-1
47,Ireland,Atlantic Therapeutics,Atlantic Therapeutics is a medical technology firm that creates items to strengthen the pelvic floor muscles and stimulate nerves.,Galway,Galway,2013.0,,"Fitness, Health Care, Therapeutics",11-50,,6.0,9.0,"[""Earlybird Venture Capital"", ""Enterprise Ireland"", ""Silicon Valley Bank"", ""Atlantic Bridge"", ""Life Sciences Partners""]",https://www.failory.com/startups/ireland,11.0,50.0,,"[""Fitness"", ""Health Care"", ""Therapeutics""]","[""""]",Atlantic Therapeutics is a medical technology firm that creates items to strengthen the pelvic floor muscles and stimulate nerves.,atlantic therapeutics medical technology firm creates items strengthen pelvic floor muscles stimulate nerves,2
48,Ireland,Coinmama,"Since 2013, this cryptocurrency exchange has allowed people and businesses in 188 countries to purchase and sell bitcoin and other altcoins quickly.",Dublin,Dublin,2013.0,"Ilan Schuster, Laurence Newman, Nimrod Gruber","Bitcoin, Blockchain, Financial Services",11-50,"$2,400,000",1.0,1.0,"[""iAngels""]",https://www.failory.com/startups/ireland,11.0,50.0,2400000.0,"[""Bitcoin"", ""Blockchain"", ""Financial Services""]","[""Ilan Schuster"", ""Laurence Newman"", ""Nimrod Gruber""]","Since 2013, this cryptocurrency exchange has allowed people and businesses in 188 countries to purchase and sell bitcoin and other altcoins quickly.",since cryptocurrency exchange allowed people businesses countries purchase sell bitcoin altcoins quickly,7
49,Ireland,NewsWhip,"NewsWhip is the world's largest engagement database, allowing customers to see what their audience is interested in right now.",Dublin,Dublin,2011.0,"Andrew Mullaney, Paul Quigley","Analytics, Big Data, Content Discovery, Content Marketing, News, SaaS, Social Media, Social Media Marketing, Software",51-100,"$9,100,000",6.0,22.0,"[""500 Startups"", ""Enterprise Ireland"", ""Social Starts"", ""MATTER"", ""The Associated Press""]",https://www.failory.com/startups/ireland,51.0,100.0,9100000.0,"[""Analytics"", ""Big Data"", ""Content Discovery"", ""Content Marketing"", ""News"", ""SaaS"", ""Social Media"", ""Social Media Marketing"", ""Software""]","[""Andrew Mullaney"", ""Paul Quigley""]","NewsWhip is the world's largest engagement database, allowing customers to see what their audience is interested in right now.",newswhip world largest engagement database allowing customers see audience interested right,-1
50,Ireland,Somai Pharmaceuticals Ltd,Somai Pharmaceuticals is a firm established in Ireland that specializes in the cultivation and development of cannabis-based therapeutic products for the European Union.,Dublin,Dublin,2019.0,Michael Sassano,"Biopharma, Biotechnology, Cannabis, Pharmaceutical",1-10,,2.0,,[],https://www.failory.com/startups/ireland,1.0,10.0,,"[""Biopharma"", ""Biotechnology"", ""Cannabis"", ""Pharmaceutical""]","[""Michael Sassano""]",Somai Pharmaceuticals is a firm established in Ireland that specializes in the cultivation and development of cannabis-based therapeutic products for the European Union.,somai pharmaceuticals firm established ireland specializes cultivation development cannabis based therapeutic products european union,2
51,Ireland,Siren,Siren is a software startup that provides complicated businesses with an Investigative Intelligence platform from which they can create commercial value.,Galway,Galway,2014.0,"Giovanni Tummarello, Renaud Delbru","Analytics, Big Data, Data Visualization, Intelligent Systems, Search Engine, Software",11-50,"$14,739,014",3.0,6.0,"[""Enterprise Ireland"", ""Atlantic Bridge"", ""Frontline Ventures"", ""Growing Capital"", ""Atlantic Bridge University Fund""]",https://www.failory.com/startups/ireland,11.0,50.0,14739014.0,"[""Analytics"", ""Big Data"", ""Data Visualization"", ""Intelligent Systems"", ""Search Engine"", ""Software""]","[""Giovanni Tummarello"", ""Renaud Delbru""]",Siren is a software startup that provides complicated businesses with an Investigative Intelligence platform from which they can create commercial value.,siren software startup provides complicated businesses investigative intelligence platform create commercial value,11
52,Ireland,National Treasury Management Agency (NTMA),"On behalf of the Irish government, the National Treasury Management Agency (NTMA) administers assets and obligations.",Dublin,Dublin,1990.0,,Politics,51-100,,1.0,,[],https://www.failory.com/startups/ireland,51.0,100.0,,"[""Politics""]","[""""]","On behalf of the Irish government, the National Treasury Management Agency (NTMA) administers assets and obligations.",behalf irish government national treasury management agency ntma administers assets obligations,7
1,Italy,Commerce Layer,"Commerce Layer is a REST API that allows you to integrate e-commerce to any website or mobile application quickly, easily, and securely.",Toscana,Prato,2017.0,"Filippo Conforti, Massimo Scardellato","E-Commerce, Mobile Apps, Web Hosting",1-10,"$22,000,000",2.0,6.0,"[""SV Angel"", ""Benchmark"", ""Coatue"", ""Mango Capital"", ""NVInvestments""]",https://www.failory.com/startups/italy,1.0,10.0,22000000.0,"[""E-Commerce"", ""Mobile Apps"", ""Web Hosting""]","[""Filippo Conforti"", ""Massimo Scardellato""]","Commerce Layer is a REST API that allows you to integrate e-commerce to any website or mobile application quickly, easily, and securely.",commerce layer rest api allows integrate e commerce website mobile application quickly easily securely,7
